window_name,season,jurisdiction,total_burden,inside_burden,coverage,missed_fraction,metric_label
late_oct_apr,2024-2025,Delaware,523.0,516.0,0.9866156787762906,0.013384321223709361,"Pediatric RSV hospital admissions, ages 0-4"
baseline_oct_mar,2024-2025,District of Columbia,15.0,14.0,0.9333333333333333,0.06666666666666665,"Pediatric RSV hospital admissions, ages 0-4"
early_sep_mar,2024-2025,District of Columbia,15.0,14.0,0.9333333333333333,0.06666666666666665,"Pediatric RSV hospital admissions, ages 0-4"
late_oct_apr,2024-2025,District of Columbia,15.0,15.0,1.0,0.0,"Pediatric RSV hospital admissions, ages 0-4"
baseline_oct_mar,2024-2025,Florida,3489.0,3062.0,0.877615362568071,0.12238463743192896,"Pediatric RSV hospital admissions, ages 0-4"
early_sep_mar,2024-2025,Florida,3489.0,3062.0,0.877615362568071,0.12238463743192896,"Pediatric RSV hospital admissions, ages 0-4"
late_oct_apr,2024-2025,Florida,3489.0,3210.0,0.9200343938091143,0.07996560619088566,"Pediatric RSV hospital admissions, ages 0-4"
baseline_oct_mar,2024-2025,Georgia,2030.0,1949.0,0.9600985221674877,0.0399014778325123,"Pediatric RSV hospital admissions, ages 0-4"
early_sep_mar,2024-2025,Georgia,2030.0,1949.0,0.9600985221674877,0.0399014778325123,"Pediatric RSV hospital admissions, ages 0-4"
late_oct_apr,2024-2025,Georgia,2030.0,1986.0,0.9783251231527094,0.021674876847290636,"Pediatric RSV hospital admissions, ages 0-4"
baseline_oct_mar,2024-2025,Hawaii,269.0,240.0,0.8921933085501859,0.10780669144981414,"Pediatric RSV hospital admissions, ages 0-4"
early_sep_mar,2024-2025,Hawaii,269.0,240.0,0.8921933085501859,0.10780669144981414,"Pediatric RSV hospital admissions, ages 0-4"
late_oct_apr,2024-2025,Hawaii,269.0,250.0,0.929368029739777,0.07063197026022305,"Pediatric RSV hospital admissions, ages 0-4"
baseline_oct_mar,2024-2025,Idaho,464.0,427.0,0.9202586206896551,0.07974137931034486,"Pediatric RSV hospital admissions, ages 0-4"
early_sep_mar,2024-2025,Idaho,464.0,427.0,0.9202586206896551,0.07974137931034486,"Pediatric RSV hospital admissions, ages 0-4"
late_oct_apr,2024-2025,Idaho,464.0,455.0,0.9806034482758621,0.0193965517241379,"Pediatric RSV hospital admissions, ages 0-4"
baseline_oct_mar,2024-2025,Illinois,2390.0,2301.0,0.9627615062761506,0.03723849372384935,"Pediatric RSV hospital admissions, ages 0-4"
early_sep_mar,2024-2025,Illinois,2390.0,2301.0,0.9627615062761506,0.03723849372384935,"Pediatric RSV hospital admissions, ages 0-4"
late_oct_apr,2024-2025,Illinois,2390.0,2361.0,0.9878661087866109,0.012133891213389147,"Pediatric RSV hospital admissions, ages 0-4"
baseline_oct_mar,2024-2025,Indiana,1361.0,1284.0,0.9434239529757531,0.0565760470242469,"Pediatric RSV hospital admissions, ages 0-4"
early_sep_mar,2024-2025,Indiana,1361.0,1284.0,0.9434239529757531,0.0565760470242469,"Pediatric RSV hospital admissions, ages 0-4"
late_oct_apr,2024-2025,Indiana,1361.0,1326.0,0.9742836149889786,0.02571638501102136,"Pediatric RSV hospital admissions, ages 0-4"
baseline_oct_mar,2024-2025,Iowa,689.0,641.0,0.93033381712627,0.06966618287373005,"Pediatric RSV hospital admissions, ages 0-4"
early_sep_mar,2024-2025,Iowa,689.0,641.0,0.93033381712627,0.06966618287373005,"Pediatric RSV hospital admissions, ages 0-4"
late_oct_apr,2024-2025,Iowa,689.0,677.0,0.9825834542815675,0.01741654571843254,"Pediatric RSV hospital admissions, ages 0-4"
baseline_oct_mar,2024-2025,Kansas,544.0,517.0,0.9503676470588235,0.049632352941176516,"Pediatric RSV hospital admissions, ages 0-4"
early_sep_mar,2024-2025,Kansas,544.0,517.0,0.9503676470588235,0.049632352941176516,"Pediatric RSV hospital admissions, ages 0-4"
late_oct_apr,2024-2025,Kansas,544.0,533.0,0.9797794117647058,0.020220588235294157,"Pediatric RSV hospital admissions, ages 0-4"
baseline_oct_mar,2024-2025,Kentucky,1005.0,918.0,0.9134328358208955,0.08656716417910448,"Pediatric RSV hospital admissions, ages 0-4"
early_sep_mar,2024-2025,Kentucky,1005.0,918.0,0.9134328358208955,0.08656716417910448,"Pediatric RSV hospital admissions, ages 0-4"
late_oct_apr,2024-2025,Kentucky,1005.0,959.0,0.954228855721393,0.04577114427860696,"Pediatric RSV hospital admissions, ages 0-4"
baseline_oct_mar,2024-2025,Louisiana,1033.0,982.0,0.9506292352371732,0.04937076476282676,"Pediatric RSV hospital admissions, ages 0-4"
early_sep_mar,2024-2025,Louisiana,1033.0,982.0,0.9506292352371732,0.04937076476282676,"Pediatric RSV hospital admissions, ages 0-4"
late_oct_apr,2024-2025,Louisiana,1033.0,1006.0,0.9738625363020329,0.0261374636979671,"Pediatric RSV hospital admissions, ages 0-4"
baseline_oct_mar,2024-2025,Maine,152.0,138.0,0.9078947368421053,0.09210526315789469,"Pediatric RSV hospital admissions, ages 0-4"
early_sep_mar,2024-2025,Maine,152.0,138.0,0.9078947368421053,0.09210526315789469,"Pediatric RSV hospital admissions, ages 0-4"
late_oct_apr,2024-2025,Maine,152.0,150.0,0.9868421052631579,0.013157894736842146,"Pediatric RSV hospital admissions, ages 0-4"
baseline_oct_mar,2024-2025,Maryland,739.0,717.0,0.9702300405953992,0.02976995940460081,"Pediatric RSV hospital admissions, ages 0-4"
early_sep_mar,2024-2025,Maryland,739.0,717.0,0.9702300405953992,0.02976995940460081,"Pediatric RSV hospital admissions, ages 0-4"
late_oct_apr,2024-2025,Maryland,739.0,727.0,0.9837618403247632,0.016238159675236785,"Pediatric RSV hospital admissions, ages 0-4"
baseline_oct_mar,2024-2025,Massachusetts,1563.0,1490.0,0.9532949456174025,0.04670505438259753,"Pediatric RSV hospital admissions, ages 0-4"
early_sep_mar,2024-2025,Massachusetts,1563.0,1490.0,0.9532949456174025,0.04670505438259753,"Pediatric RSV hospital admissions, ages 0-4"
late_oct_apr,2024-2025,Massachusetts,1563.0,1543.0,0.9872040946896993,0.012795905310300726,"Pediatric RSV hospital admissions, ages 0-4"
baseline_oct_mar,2024-2025,Michigan,2529.0,2393.0,0.9462238038750495,0.05377619612495055,"Pediatric RSV hospital admissions, ages 0-4"
early_sep_mar,2024-2025,Michigan,2529.0,2393.0,0.9462238038750495,0.05377619612495055,"Pediatric RSV hospital admissions, ages 0-4"
